,Name,Line,Line_Category,Implied Probability,Fixed Odds Site
379,Breece Hall,6.0,Rushing TDs,0.5512,Underdog Fantasy
380,Breece Hall,850.5,Rushing Yards,0.5512,Underdog Fantasy
381,Travis Etienne,6.0,Rushing TDs,0.5512,Underdog Fantasy
382,Travis Etienne,950.5,Rushing Yards,0.5512,Underdog Fantasy
383,Miles Sanders,0.5,Receiving TDs,0.5512,Underdog Fantasy
384,Miles Sanders,6.0,Rushing TDs,0.5512,Underdog Fantasy
385,Miles Sanders,925.5,Rushing Yards,0.5512,Underdog Fantasy
386,Austin Ekeler,4.5,Receiving TDs,0.5512,Underdog Fantasy
387,Austin Ekeler,8.5,Rushing TDs,0.5512,Underdog Fantasy
388,Austin Ekeler,775.5,Rushing Yards,0.5512,Underdog Fantasy
389,Austin Ekeler,575.5,Receiving Yards,0.5512,Underdog Fantasy
390,Rhamondre Stevenson,6.0,Rushing TDs,0.5512,Underdog Fantasy
391,Rhamondre Stevenson,925.5,Rushing Yards,0.5512,Underdog Fantasy
392,J.K. Dobbins,6.5,Rushing TDs,0.5512,Underdog Fantasy
393,J.K. Dobbins,875.5,Rushing Yards,0.5512,Underdog Fantasy
394,Christian McCaffrey,4.5,Receiving TDs,0.5512,Underdog Fantasy
395,Christian McCaffrey,7.0,Rushing TDs,0.5512,Underdog Fantasy
396,Christian McCaffrey,599.5,Receiving Yards,0.5512,Underdog Fantasy
397,Christian McCaffrey,865.5,Rushing Yards,0.5512,Underdog Fantasy
398,Saquon Barkley,7.5,Rushing TDs,0.5512,Underdog Fantasy
399,Saquon Barkley,975.5,Rushing Yards,0.5512,Underdog Fantasy
400,Brian Robinson,6.5,Rushing TDs,0.5512,Underdog Fantasy
401,Brian Robinson,775.5,Rushing Yards,0.5512,Underdog Fantasy
402,Cam Akers,6.5,Rushing TDs,0.5512,Underdog Fantasy
403,Cam Akers,750.5,Rushing Yards,0.5512,Underdog Fantasy
404,James Cook,3.5,Rushing TDs,0.5512,Underdog Fantasy
405,James Cook,600.5,Rushing Yards,0.5512,Underdog Fantasy
406,Rachaad White,4.5,Rushing TDs,0.5512,Underdog Fantasy
407,Rachaad White,780.5,Rushing Yards,0.5512,Underdog Fantasy
408,Alexander Mattison,7.5,Rushing TDs,0.5512,Underdog Fantasy
409,David Montgomery,7.0,Rushing TDs,0.5512,Underdog Fantasy
410,David Montgomery,775.5,Rushing Yards,0.5512,Underdog Fantasy
411,AJ Dillon,700.5,Rushing Yards,0.5512,Underdog Fantasy
412,Jeff Wilson,550.5,Rushing Yards,0.5512,Underdog Fantasy
413,Khalil Herbert,600.5,Rushing Yards,0.5512,Underdog Fantasy
414,Jahmyr Gibbs,580.5,Rushing Yards,0.5512,Underdog Fantasy
415,Rashaad Penny,685.5,Rushing Yards,0.5512,Underdog Fantasy
416,Aaron Jones,875.5,Rushing Yards,0.5512,Underdog Fantasy
417,Samaje Perine,600.5,Rushing Yards,0.5512,Underdog Fantasy
418,Tyler Allgeier,480.5,Rushing Yards,0.5512,Underdog Fantasy
419,Raheem Mostert,525.5,Rushing Yards,0.5512,Underdog Fantasy
420,Damien Harris,550.5,Rushing Yards,0.5512,Underdog Fantasy
421,D'Onta Foreman,460.5,Rushing Yards,0.5512,Underdog Fantasy
422,Elijah Mitchell,575.5,Rushing Yards,0.5512,Underdog Fantasy
423,Amari Cooper,6.5,Receiving TDs,0.5512,Underdog Fantasy
424,Amari Cooper,905.5,Receiving Yards,0.5512,Underdog Fantasy
425,DeAndre Hopkins,875.5,Receiving Yards,0.5512,Underdog Fantasy
426,A.J. Brown,7.5,Receiving TDs,0.5512,Underdog Fantasy
427,A.J. Brown,1100.5,Receiving Yards,0.5512,Underdog Fantasy
428,Terry McLaurin,4.0,Receiving TDs,0.5512,Underdog Fantasy
429,Terry McLaurin,950.5,Receiving Yards,0.5512,Underdog Fantasy
430,Evan Engram,4.0,Receiving TDs,0.5512,Underdog Fantasy
431,Evan Engram,625.5,Receiving Yards,0.5512,Underdog Fantasy
432,Justin Jefferson,8.5,Receiving TDs,0.5512,Underdog Fantasy
433,Justin Jefferson,1395.5,Receiving Yards,0.5512,Underdog Fantasy
434,Garrett Wilson,7.5,Receiving TDs,0.5512,Underdog Fantasy
435,Garrett Wilson,1140.5,Receiving Yards,0.5512,Underdog Fantasy
436,Mike Evans,6.0,Receiving TDs,0.5512,Underdog Fantasy
437,Mike Evans,950.5,Receiving Yards,0.5512,Underdog Fantasy
438,Jaxon Smith-Njigba,4.5,Receiving TDs,0.5512,Underdog Fantasy
439,Jaxon Smith-Njigba,725.5,Receiving Yards,0.5512,Underdog Fantasy
440,Dallas Goedert,3.5,Receiving TDs,0.5512,Underdog Fantasy
441,Dallas Goedert,645.5,Receiving Yards,0.5512,Underdog Fantasy
442,Christian Kirk,5.0,Receiving TDs,0.5512,Underdog Fantasy
443,Christian Kirk,800.5,Receiving Yards,0.5512,Underdog Fantasy
444,Marquise Brown,4.5,Receiving TDs,0.5512,Underdog Fantasy
445,Marquise Brown,900.5,Receiving Yards,0.5512,Underdog Fantasy
446,Calvin Ridley,6.0,Receiving TDs,0.5512,Underdog Fantasy
447,Calvin Ridley,855.5,Receiving Yards,0.5512,Underdog Fantasy
448,DJ Moore,5.0,Receiving TDs,0.5512,Underdog Fantasy
449,DJ Moore,860.5,Receiving Yards,0.5512,Underdog Fantasy
450,George Pickens,4.5,Receiving TDs,0.5512,Underdog Fantasy
451,George Pickens,775.5,Receiving Yards,0.5512,Underdog Fantasy
452,Michael Pittman,4.0,Receiving TDs,0.5512,Underdog Fantasy
453,Michael Pittman,800.5,Receiving Yards,0.5512,Underdog Fantasy
454,CeeDee Lamb,7.0,Receiving TDs,0.5512,Underdog Fantasy
455,CeeDee Lamb,1150.5,Receiving Yards,0.5512,Underdog Fantasy
456,Jahan Dotson,4.0,Receiving TDs,0.5512,Underdog Fantasy
457,Jahan Dotson,800.5,Receiving Yards,0.5512,Underdog Fantasy
458,Amon-Ra St. Brown,5.0,Receiving TDs,0.5512,Underdog Fantasy
459,Amon-Ra St. Brown,1010.5,Receiving Yards,0.5512,Underdog Fantasy
460,Deebo Samuel,4.5,Receiving TDs,0.5512,Underdog Fantasy
461,Deebo Samuel,815.5,Receiving Yards,0.5512,Underdog Fantasy
462,Allen Lazard,4.5,Receiving TDs,0.5512,Underdog Fantasy
463,Allen Lazard,600.5,Receiving Yards,0.5512,Underdog Fantasy
464,Odell Beckham,4.5,Receiving TDs,0.5512,Underdog Fantasy
465,Odell Beckham,575.5,Receiving Yards,0.5512,Underdog Fantasy
466,Stefon Diggs,8.5,Receiving TDs,0.5512,Underdog Fantasy
467,Stefon Diggs,1200.5,Receiving Yards,0.5512,Underdog Fantasy
468,Adam Thielen,4.5,Receiving TDs,0.5512,Underdog Fantasy
469,Adam Thielen,575.5,Receiving Yards,0.5512,Underdog Fantasy
470,Mike Williams,5.5,Receiving TDs,0.5512,Underdog Fantasy
471,Mike Williams,875.5,Receiving Yards,0.5512,Underdog Fantasy
472,Jordan Addison,4.5,Receiving TDs,0.5512,Underdog Fantasy
473,Jordan Addison,825.5,Receiving Yards,0.5512,Underdog Fantasy
474,Darren Waller,4.5,Receiving TDs,0.5512,Underdog Fantasy
475,Darren Waller,750.5,Receiving Yards,0.5512,Underdog Fantasy
476,Cooper Kupp,9.0,Receiving TDs,0.5512,Underdog Fantasy
477,Cooper Kupp,1325.5,Receiving Yards,0.5512,Underdog Fantasy
478,Treylon Burks,4.5,Receiving TDs,0.5512,Underdog Fantasy
479,Treylon Burks,825.5,Receiving Yards,0.5512,Underdog Fantasy
480,Keenan Allen,5.0,Receiving TDs,0.5512,Underdog Fantasy
481,Keenan Allen,875.5,Receiving Yards,0.5512,Underdog Fantasy
482,Davante Adams,8.0,Receiving TDs,0.5512,Underdog Fantasy
483,Davante Adams,1325.5,Receiving Yards,0.5512,Underdog Fantasy
484,Mark Andrews,6.5,Receiving TDs,0.5512,Underdog Fantasy
485,Mark Andrews,800.5,Receiving Yards,0.5512,Underdog Fantasy
486,Ja'Marr Chase,10.0,Receiving TDs,0.5512,Underdog Fantasy
487,Ja'Marr Chase,1300.5,Receiving Yards,0.5512,Underdog Fantasy
488,Kyle Pitts,4.0,Receiving TDs,0.5512,Underdog Fantasy
489,Kyle Pitts,775.5,Receiving Yards,0.5512,Underdog Fantasy
490,Brandon Aiyuk,4.5,Receiving TDs,0.5512,Underdog Fantasy
491,Brandon Aiyuk,775.5,Receiving Yards,0.5512,Underdog Fantasy
492,Christian Watson,5.5,Receiving TDs,0.5512,Underdog Fantasy
493,Christian Watson,850.5,Receiving Yards,0.5512,Underdog Fantasy
494,T.J. Hockenson,5.5,Receiving TDs,0.5512,Underdog Fantasy
495,T.J. Hockenson,800.5,Receiving Yards,0.5512,Underdog Fantasy
496,Jerry Jeudy,5.0,Receiving TDs,0.5512,Underdog Fantasy
497,Jerry Jeudy,900.5,Receiving Yards,0.5512,Underdog Fantasy
498,David Njoku,3.5,Receiving TDs,0.5512,Underdog Fantasy
499,David Njoku,560.5,Receiving Yards,0.5512,Underdog Fantasy
500,Gabe Davis,6.0,Receiving TDs,0.5512,Underdog Fantasy
501,Gabe Davis,735.5,Receiving Yards,0.5512,Underdog Fantasy
502,DK Metcalf,7.0,Receiving TDs,0.5512,Underdog Fantasy
503,DK Metcalf,950.5,Receiving Yards,0.5512,Underdog Fantasy
504,Drake London,4.5,Receiving TDs,0.5512,Underdog Fantasy
505,Drake London,850.5,Receiving Yards,0.5512,Underdog Fantasy
506,Chris Olave,5.0,Receiving TDs,0.5512,Underdog Fantasy
507,Chris Olave,1065.5,Receiving Yards,0.5512,Underdog Fantasy
508,JuJu Smith-Schuster,4.5,Receiving TDs,0.5512,Underdog Fantasy
509,JuJu Smith-Schuster,725.5,Receiving Yards,0.5512,Underdog Fantasy
510,Sam LaPorta,3.5,Receiving TDs,0.5512,Underdog Fantasy
511,Pat Freiermuth,4.5,Receiving TDs,0.5512,Underdog Fantasy
512,Pat Freiermuth,625.5,Receiving Yards,0.5512,Underdog Fantasy
513,Tyler Higbee,4.5,Receiving TDs,0.5512,Underdog Fantasy
514,Tyler Higbee,499.5,Receiving Yards,0.5512,Underdog Fantasy
515,Tee Higgins,6.0,Receiving TDs,0.5512,Underdog Fantasy
516,Tee Higgins,1000.5,Receiving Yards,0.5512,Underdog Fantasy
517,George Kittle,5.0,Receiving TDs,0.5512,Underdog Fantasy
518,George Kittle,700.5,Receiving Yards,0.5512,Underdog Fantasy
519,Michael Gallup,4.5,Receiving TDs,0.5512,Underdog Fantasy
520,Michael Gallup,600.5,Receiving Yards,0.5512,Underdog Fantasy
521,DeVonta Smith,6.5,Receiving TDs,0.5512,Underdog Fantasy
522,DeVonta Smith,1000.5,Receiving Yards,0.5512,Underdog Fantasy
523,Marquez Valdes-Scantling,3.5,Receiving TDs,0.5512,Underdog Fantasy
524,Marquez Valdes-Scantling,625.5,Receiving Yards,0.5512,Underdog Fantasy
525,Diontae Johnson,5.5,Receiving TDs,0.5512,Underdog Fantasy
526,Diontae Johnson,875.5,Receiving Yards,0.5512,Underdog Fantasy
527,Dawson Knox,4.5,Receiving TDs,0.5512,Underdog Fantasy
528,Dawson Knox,425.5,Receiving Yards,0.5512,Underdog Fantasy
529,Tyler Boyd,4.5,Receiving TDs,0.5512,Underdog Fantasy
530,Tyler Boyd,625.5,Receiving Yards,0.5512,Underdog Fantasy
531,Chris Godwin,5.5,Receiving TDs,0.5512,Underdog Fantasy
532,Chris Godwin,905.5,Receiving Yards,0.5512,Underdog Fantasy
533,Van Jefferson,4.0,Receiving TDs,0.5512,Underdog Fantasy
534,Jaylen Waddle,7.5,Receiving TDs,0.5512,Underdog Fantasy
535,Jaylen Waddle,1045.5,Receiving Yards,0.5512,Underdog Fantasy
536,Tyreek Hill,7.5,Receiving TDs,0.5512,Underdog Fantasy
537,Tyreek Hill,1250.5,Receiving Yards,0.5512,Underdog Fantasy
538,Tyler Lockett,5.5,Receiving TDs,0.5512,Underdog Fantasy
539,Tyler Lockett,825.5,Receiving Yards,0.5512,Underdog Fantasy
540,Courtland Sutton,4.5,Receiving TDs,0.5512,Underdog Fantasy
541,Courtland Sutton,725.5,Receiving Yards,0.5512,Underdog Fantasy
542,Robert Woods,599.5,Receiving Yards,0.5512,Underdog Fantasy
543,DJ Chark,700.5,Receiving Yards,0.5512,Underdog Fantasy
544,Alec Pierce,550.5,Receiving Yards,0.5512,Underdog Fantasy
545,Elijah Moore,515.5,Receiving Yards,0.5512,Underdog Fantasy
546,Tim Patrick,540.5,Receiving Yards,0.5512,Underdog Fantasy
547,Romeo Doubs,575.5,Receiving Yards,0.5512,Underdog Fantasy
548,Donovan Peoples-Jones,500.5,Receiving Yards,0.5512,Underdog Fantasy
549,Nico Collins,632.5,Receiving Yards,0.5512,Underdog Fantasy
550,Russell Gage,475.5,Receiving Yards,0.5512,Underdog Fantasy
551,Zay Flowers,599.5,Receiving Yards,0.5512,Underdog Fantasy
552,Chase Claypool,550.5,Receiving Yards,0.5512,Underdog Fantasy
553,Rashod Bateman,600.5,Receiving Yards,0.5512,Underdog Fantasy
554,Dalton Schultz,500.5,Receiving Yards,0.5512,Underdog Fantasy
555,Quentin Johnston,599.5,Receiving Yards,0.5512,Underdog Fantasy
556,Isaiah Hodgins,425.5,Receiving Yards,0.5512,Underdog Fantasy
557,Marvin Jones,475.5,Receiving Yards,0.5512,Underdog Fantasy
558,Brandin Cooks,775.5,Receiving Yards,0.5512,Underdog Fantasy
559,Arthur Rinderknech,7.5,Aces,0.5512,Underdog Fantasy
560,Arthur Rinderknech,2.5,Double faults,0.5512,Underdog Fantasy
561,Arthur Rinderknech,45.95,Fantasy points,0.5512,Underdog Fantasy
562,Arthur Rinderknech,12.5,Games won,0.5512,Underdog Fantasy
563,Arthur Rinderknech,12.5,Games lost,0.5512,Underdog Fantasy
564,Pedro Cachin,5.0,Aces,0.5512,Underdog Fantasy
565,Pedro Cachin,2.0,Double faults,0.5512,Underdog Fantasy
566,Pedro Cachin,44.35,Fantasy points,0.5512,Underdog Fantasy
567,Pedro Cachin,12.5,Games won,0.5512,Underdog Fantasy
568,Pedro Cachin,12.0,Games lost,0.5512,Underdog Fantasy
569,Dusan Lajovic,3.0,Aces,0.5512,Underdog Fantasy
570,Dusan Lajovic,1.0,Double faults,0.5512,Underdog Fantasy
571,Dusan Lajovic,44.05,Fantasy points,0.5512,Underdog Fantasy
572,Dusan Lajovic,12.5,Games won,0.5512,Underdog Fantasy
573,Dusan Lajovic,12.0,Games lost,0.5512,Underdog Fantasy
574,Alejandro Davidovich Fokina,3.5,Aces,0.5512,Underdog Fantasy
575,Alejandro Davidovich Fokina,2.0,Double faults,0.5512,Underdog Fantasy
576,Alejandro Davidovich Fokina,50.05,Fantasy points,0.5512,Underdog Fantasy
577,Alejandro Davidovich Fokina,12.5,Games won,0.5512,Underdog Fantasy
578,Alejandro Davidovich Fokina,8.5,Games lost,0.5512,Underdog Fantasy
579,Anna Siskova,3.5,Double faults,0.5512,Underdog Fantasy
580,Anna Siskova,39.95,Fantasy points,0.5512,Underdog Fantasy
581,Anna Siskova,12.0,Games won,0.5512,Underdog Fantasy
582,Anna Siskova,12.0,Games lost,0.5512,Underdog Fantasy
583,Tamara Korpatsch,1.5,Aces,0.5512,Underdog Fantasy
584,Tamara Korpatsch,4.5,Double faults,0.5512,Underdog Fantasy
585,Tamara Korpatsch,0.5,Sets lost,0.5512,Underdog Fantasy
586,Tamara Korpatsch,46.95,Fantasy points,0.5512,Underdog Fantasy
587,Tamara Korpatsch,9.0,Games lost,0.5512,Underdog Fantasy
588,Bernarda Pera,3.0,Aces,0.5512,Underdog Fantasy
589,Bernarda Pera,5.0,Double faults,0.5512,Underdog Fantasy
590,Bernarda Pera,44.55,Fantasy points,0.5512,Underdog Fantasy
591,Bernarda Pera,11.0,Games lost,0.5512,Underdog Fantasy
592,Juan Pablo Varillas,3.0,Aces,0.5512,Underdog Fantasy
593,Juan Pablo Varillas,2.0,Double faults,0.5512,Underdog Fantasy
594,Juan Pablo Varillas,44.05,Fantasy points,0.5512,Underdog Fantasy
595,Juan Pablo Varillas,12.5,Games lost,0.5512,Underdog Fantasy
596,Arthur Fils,5.0,Aces,0.5512,Underdog Fantasy
597,Arthur Fils,2.5,Double faults,0.5512,Underdog Fantasy
598,Arthur Fils,43.75,Fantasy points,0.5512,Underdog Fantasy
599,Arthur Fils,12.5,Games won,0.5512,Underdog Fantasy
600,Arthur Fils,12.5,Games lost,0.5512,Underdog Fantasy
601,Elias Ymer,3.0,Aces,0.5512,Underdog Fantasy
602,Elias Ymer,3.0,Double faults,0.5512,Underdog Fantasy
603,Elias Ymer,51.05,Fantasy points,0.5512,Underdog Fantasy
604,Elias Ymer,7.0,Games lost,0.5512,Underdog Fantasy
605,Irene Burillo Escorihuela,4.0,Double faults,0.5512,Underdog Fantasy
606,Irene Burillo Escorihuela,43.35,Fantasy points,0.5512,Underdog Fantasy
607,Irene Burillo Escorihuela,11.5,Games lost,0.5512,Underdog Fantasy
608,Tereza Martincova,1.5,Aces,0.5512,Underdog Fantasy
609,Tereza Martincova,2.5,Double faults,0.5512,Underdog Fantasy
610,Tereza Martincova,47.25,Fantasy points,0.5512,Underdog Fantasy
611,Tereza Martincova,11.5,Games lost,0.5512,Underdog Fantasy
612,Sebastian Baez,1.0,Aces,0.5512,Underdog Fantasy
613,Sebastian Baez,1.5,Double faults,0.5512,Underdog Fantasy
614,Sebastian Baez,0.5,Sets lost,0.5512,Underdog Fantasy
615,Sebastian Baez,47.95,Fantasy points,0.5512,Underdog Fantasy
616,Sebastian Baez,12.5,Games won,0.5512,Underdog Fantasy
617,Sebastian Baez,10.5,Games lost,0.5512,Underdog Fantasy
618,Alexander Zverev,7.5,Aces,0.5512,Underdog Fantasy
619,Alexander Zverev,3.0,Double faults,0.5512,Underdog Fantasy
620,Alexander Zverev,51.35,Fantasy points,0.5512,Underdog Fantasy
621,Alexander Zverev,12.5,Games won,0.5512,Underdog Fantasy
622,Alexander Zverev,8.0,Games lost,0.5512,Underdog Fantasy
623,Yulia Putintseva,1.0,Aces,0.5512,Underdog Fantasy
624,Yulia Putintseva,2.0,Double faults,0.5512,Underdog Fantasy
625,Yulia Putintseva,52.95,Fantasy points,0.5512,Underdog Fantasy
626,Yulia Putintseva,6.5,Games lost,0.5512,Underdog Fantasy
627,Anna Bondar,3.0,Aces,0.5512,Underdog Fantasy
628,Anna Bondar,2.0,Double faults,0.5512,Underdog Fantasy
629,Anna Bondar,46.85,Fantasy points,0.5512,Underdog Fantasy
630,Anna Bondar,12.5,Games won,0.5512,Underdog Fantasy
631,Anna Bondar,11.0,Games lost,0.5512,Underdog Fantasy
632,Marco Cecchinato,3.0,Aces,0.5512,Underdog Fantasy
633,Marco Cecchinato,2.5,Double faults,0.5512,Underdog Fantasy
634,Marco Cecchinato,42.75,Fantasy points,0.5512,Underdog Fantasy
635,Marco Cecchinato,12.5,Games won,0.5512,Underdog Fantasy
636,Juan Manuel Cerundolo,1.0,Aces,0.5512,Underdog Fantasy
637,Juan Manuel Cerundolo,3.0,Double faults,0.5512,Underdog Fantasy
638,Juan Manuel Cerundolo,40.05,Fantasy points,0.5512,Underdog Fantasy
639,Juan Manuel Cerundolo,12.0,Games lost,0.5512,Underdog Fantasy
640,Matteo Arnaldi,2.5,Aces,0.5512,Underdog Fantasy
641,Matteo Arnaldi,2.5,Double faults,0.5512,Underdog Fantasy
642,Matteo Arnaldi,42.05,Fantasy points,0.5512,Underdog Fantasy
643,Matteo Arnaldi,12.5,Games won,0.5512,Underdog Fantasy
644,Nadia Podoroska,2.0,Aces,0.5512,Underdog Fantasy
645,Nadia Podoroska,5.0,Double faults,0.5512,Underdog Fantasy
646,Nadia Podoroska,43.35,Fantasy points,0.5512,Underdog Fantasy
647,Nadia Podoroska,12.5,Games won,0.5512,Underdog Fantasy
648,Nadia Podoroska,12.0,Games lost,0.5512,Underdog Fantasy
649,Shuai Zhang,2.0,Aces,0.5512,Underdog Fantasy
650,Shuai Zhang,3.0,Double faults,0.5512,Underdog Fantasy
651,Shuai Zhang,50.95,Fantasy points,0.5512,Underdog Fantasy
652,Shuai Zhang,9.0,Games lost,0.5512,Underdog Fantasy
653,Bernabe Zapata Miralles,2.0,Aces,0.5512,Underdog Fantasy
654,Bernabe Zapata Miralles,2.0,Double faults,0.5512,Underdog Fantasy
655,Bernabe Zapata Miralles,45.35,Fantasy points,0.5512,Underdog Fantasy
656,Bernabe Zapata Miralles,12.5,Games won,0.5512,Underdog Fantasy
657,Bernabe Zapata Miralles,11.5,Games lost,0.5512,Underdog Fantasy
658,Albert Ramos-Vinolas,2.0,Aces,0.5512,Underdog Fantasy
659,Albert Ramos-Vinolas,2.0,Double faults,0.5512,Underdog Fantasy
660,Albert Ramos-Vinolas,43.95,Fantasy points,0.5512,Underdog Fantasy
661,Albert Ramos-Vinolas,12.5,Games won,0.5512,Underdog Fantasy
662,Albert Ramos-Vinolas,12.0,Games lost,0.5512,Underdog Fantasy
663,Tomas Martin Etcheverry,4.5,Aces,0.5512,Underdog Fantasy
664,Tomas Martin Etcheverry,1.5,Double faults,0.5512,Underdog Fantasy
665,Tomas Martin Etcheverry,46.15,Fantasy points,0.5512,Underdog Fantasy
666,Tomas Martin Etcheverry,12.5,Games won,0.5512,Underdog Fantasy
667,Tomas Martin Etcheverry,11.5,Games lost,0.5512,Underdog Fantasy
668,Olga Danilovic,2.0,Aces,0.5512,Underdog Fantasy
669,Olga Danilovic,3.5,Double faults,0.5512,Underdog Fantasy
670,Olga Danilovic,48.55,Fantasy points,0.5512,Underdog Fantasy
671,Olga Danilovic,9.0,Games lost,0.5512,Underdog Fantasy
672,Emma Navarro,2.0,Aces,0.5512,Underdog Fantasy
673,Emma Navarro,2.5,Double faults,0.5512,Underdog Fantasy
674,Emma Navarro,51.05,Fantasy points,0.5512,Underdog Fantasy
675,Emma Navarro,5.5,Games lost,0.5512,Underdog Fantasy
676,James Duckworth,9.5,Aces,0.5512,Underdog Fantasy
677,James Duckworth,1.5,Double faults,0.5512,Underdog Fantasy
678,James Duckworth,44.55,Fantasy points,0.5512,Underdog Fantasy
679,James Duckworth,12.5,Games won,0.5512,Underdog Fantasy
680,Maxime Cressy,15.5,Aces,0.5512,Underdog Fantasy
681,Maxime Cressy,8.5,Double faults,0.5512,Underdog Fantasy
682,Maxime Cressy,45.95,Fantasy points,0.5512,Underdog Fantasy
683,Maxime Cressy,13.0,Games won,0.5512,Underdog Fantasy
684,Maxime Cressy,12.0,Games lost,0.5512,Underdog Fantasy
685,Max Purcell,9.5,Aces,0.5512,Underdog Fantasy
686,Max Purcell,1.5,Double faults,0.5512,Underdog Fantasy
687,Max Purcell,45.75,Fantasy points,0.5512,Underdog Fantasy
688,Max Purcell,12.5,Games won,0.5512,Underdog Fantasy
689,Max Purcell,12.5,Games lost,0.5512,Underdog Fantasy
690,Gabriel Diallo,8.5,Aces,0.5512,Underdog Fantasy
691,Gabriel Diallo,2.5,Double faults,0.5512,Underdog Fantasy
692,Gabriel Diallo,46.35,Fantasy points,0.5512,Underdog Fantasy
693,Gabriel Diallo,13.0,Games won,0.5512,Underdog Fantasy
694,Gabriel Diallo,12.5,Games lost,0.5512,Underdog Fantasy
695,Sara Sorribes Tormo,4.5,Double faults,0.5512,Underdog Fantasy
696,Sara Sorribes Tormo,39.65,Fantasy points,0.5512,Underdog Fantasy
697,Sara Sorribes Tormo,12.0,Games lost,0.5512,Underdog Fantasy
698,Cristina Bucsa,1.0,Aces,0.5512,Underdog Fantasy
699,Cristina Bucsa,3.5,Double faults,0.5512,Underdog Fantasy
700,Cristina Bucsa,49.55,Fantasy points,0.5512,Underdog Fantasy
701,Cristina Bucsa,7.0,Games lost,0.5512,Underdog Fantasy
702,Mayar Sherif,2.0,Aces,0.5512,Underdog Fantasy
703,Mayar Sherif,2.0,Double faults,0.5512,Underdog Fantasy
704,Mayar Sherif,49.95,Fantasy points,0.5512,Underdog Fantasy
705,Mayar Sherif,8.5,Games lost,0.5512,Underdog Fantasy
706,Stan Wawrinka,7.0,Aces,0.5512,Underdog Fantasy
707,Stan Wawrinka,2.0,Double faults,0.5512,Underdog Fantasy
708,Stan Wawrinka,45.85,Fantasy points,0.5512,Underdog Fantasy
709,Stan Wawrinka,12.5,Games won,0.5512,Underdog Fantasy
710,Stan Wawrinka,11.5,Games lost,0.5512,Underdog Fantasy
711,Tatiana Prozorova,43.75,Fantasy points,0.5512,Underdog Fantasy
712,Tatiana Prozorova,12.0,Games lost,0.5512,Underdog Fantasy
713,Lucia Bronzetti,1.0,Aces,0.5512,Underdog Fantasy
714,Lucia Bronzetti,2.0,Double faults,0.5512,Underdog Fantasy
715,Lucia Bronzetti,45.95,Fantasy points,0.5512,Underdog Fantasy
716,Lucia Bronzetti,11.5,Games lost,0.5512,Underdog Fantasy
717,Dayana Yastremska,2.5,Aces,0.5512,Underdog Fantasy
718,Dayana Yastremska,4.0,Double faults,0.5512,Underdog Fantasy
719,Dayana Yastremska,51.05,Fantasy points,0.5512,Underdog Fantasy
720,Dayana Yastremska,6.0,Games lost,0.5512,Underdog Fantasy
721,Camila Osorio,5.0,Double faults,0.5512,Underdog Fantasy
722,Camila Osorio,0.5,Sets lost,0.5512,Underdog Fantasy
723,Camila Osorio,48.85,Fantasy points,0.5512,Underdog Fantasy
724,Camila Osorio,12.5,Games won,0.5512,Underdog Fantasy
725,Camila Osorio,9.5,Games lost,0.5512,Underdog Fantasy
726,Daria Kasatkina,1.0,Aces,0.5512,Underdog Fantasy
727,Daria Kasatkina,3.0,Double faults,0.5512,Underdog Fantasy
728,Daria Kasatkina,0.5,Sets lost,0.5512,Underdog Fantasy
729,Daria Kasatkina,48.35,Fantasy points,0.5512,Underdog Fantasy
730,Daria Kasatkina,12.5,Games won,0.5512,Underdog Fantasy
731,Daria Kasatkina,9.5,Games lost,0.5512,Underdog Fantasy
732,Jasmine Paolini,0.5,Aces,0.5512,Underdog Fantasy
733,Jasmine Paolini,2.5,Double faults,0.5512,Underdog Fantasy
734,Jasmine Paolini,40.05,Fantasy points,0.5512,Underdog Fantasy
735,Jasmine Paolini,12.0,Games lost,0.5512,Underdog Fantasy
736,LoL: Chippys,54.0,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
737,LoL: Chippys,8.0,Kills on Map 1+2,0.5512,Underdog Fantasy
738,LoL: Shernfire,60.3,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
739,LoL: Shernfire,6.5,Kills on Map 1+2,0.5512,Underdog Fantasy
740,LoL: DONGGY,68.7,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
741,LoL: DONGGY,9.0,Kills on Map 1+2,0.5512,Underdog Fantasy
742,LoL: Apii,46.8,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
743,LoL: Apii,1.0,Kills on Map 1+2,0.5512,Underdog Fantasy
744,LoL: Violet,71.7,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
745,LoL: Violet,13.5,Kills on Map 1+2,0.5512,Underdog Fantasy
746,LoL: Thien,57.4,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
747,LoL: Thien,7.0,Kills on Map 1+2,0.5512,Underdog Fantasy
748,LoL: Souli,62.5,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
749,LoL: Souli,6.5,Kills on Map 1+2,0.5512,Underdog Fantasy
750,LoL: DaJeung,62.3,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
751,LoL: DaJeung,8.5,Kills on Map 1+2,0.5512,Underdog Fantasy
752,LoL: Yursan,52.8,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
